,time_period,rainfall,mean_temperature,disease_cases,population,location,Cases,E,month,ID_year,ID_spat,rainsum,meantemperature
122,2010-09,289.366,26.86,1089.0,495245.551339286,KhanhHoa,1089.0,495245.551339286,9,2010,KhanhHoa,289.366,26.86
123,2010-10,449.087,25.81,930.0,495245.551339286,KhanhHoa,930.0,495245.551339286,10,2010,KhanhHoa,449.087,25.81
124,2010-11,332.409,25.68,434.0,495245.551339286,KhanhHoa,434.0,495245.551339286,11,2010,KhanhHoa,332.409,25.68
125,2010-12,93.328,25.51,198.0,495245.551339286,KhanhHoa,198.0,495245.551339286,12,2010,KhanhHoa,93.328,25.51
126,2011-01,39.512,25.14,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,1,2011,KhanhHoa,39.512,25.14
127,2011-02,3.05,26.24,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,2,2011,KhanhHoa,3.05,26.24
128,2011-03,99.897,26.81,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,3,2011,KhanhHoa,99.897,26.81
129,2011-04,90.411,27.34,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,4,2011,KhanhHoa,90.411,27.34
130,2011-05,251.06,27.42,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,5,2011,KhanhHoa,251.06,27.42
131,2011-06,229.049,26.89,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,6,2011,KhanhHoa,229.049,26.89
132,2011-07,259.071,26.73,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,7,2011,KhanhHoa,259.071,26.73
133,2011-08,307.563,26.69,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,8,2011,KhanhHoa,307.563,26.69
134,2011-09,325.229,26.18,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,9,2011,KhanhHoa,325.229,26.18
135,2011-10,255.143,26.44,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,10,2011,KhanhHoa,255.143,26.44
136,2011-11,176.214,26.56,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,11,2011,KhanhHoa,176.214,26.56
137,2011-12,75.813,25.26,0.0,499514.107421875,KhanhHoa,0.0,499514.107421875,12,2011,KhanhHoa,75.813,25.26
138,2012-01,45.902,25.84,66.0,503782.663504464,KhanhHoa,66.0,503782.663504464,1,2012,KhanhHoa,45.902,25.84
139,2012-02,53.596,26.67,96.0,503782.663504464,KhanhHoa,96.0,503782.663504464,2,2012,KhanhHoa,53.596,26.67
140,2012-03,90.079,28.04,89.0,503782.663504464,KhanhHoa,89.0,503782.663504464,3,2012,KhanhHoa,90.079,28.04
141,2012-04,138.518,27.79,114.0,503782.663504464,KhanhHoa,114.0,503782.663504464,4,2012,KhanhHoa,138.518,27.79
142,2012-05,254.009,27.27,184.0,503782.663504464,KhanhHoa,184.0,503782.663504464,5,2012,KhanhHoa,254.009,27.27
143,2012-06,227.479,27.13,279.0,503782.663504464,KhanhHoa,279.0,503782.663504464,6,2012,KhanhHoa,227.479,27.13
144,2012-07,275.912,26.62,348.0,503782.663504464,KhanhHoa,348.0,503782.663504464,7,2012,KhanhHoa,275.912,26.62
145,2012-08,210.156,26.89,384.0,503782.663504464,KhanhHoa,384.0,503782.663504464,8,2012,KhanhHoa,210.156,26.89
146,2012-09,409.523,25.67,342.0,503782.663504464,KhanhHoa,342.0,503782.663504464,9,2012,KhanhHoa,409.523,25.67
147,2012-10,219.773,26.51,299.0,503782.663504464,KhanhHoa,299.0,503782.663504464,10,2012,KhanhHoa,219.773,26.51
148,2012-11,156.409,26.68,398.0,503782.663504464,KhanhHoa,398.0,503782.663504464,11,2012,KhanhHoa,156.409,26.68
149,2012-12,19.481,27.31,310.0,503782.663504464,KhanhHoa,310.0,503782.663504464,12,2012,KhanhHoa,19.481,27.31
150,2013-01,62.603,25.87,176.0,508051.219587054,KhanhHoa,176.0,508051.219587054,1,2013,KhanhHoa,62.603,25.87
151,2013-02,19.434,27.43,89.0,508051.219587054,KhanhHoa,89.0,508051.219587054,2,2013,KhanhHoa,19.434,27.43
152,2013-03,14.562,28.61,111.0,508051.219587054,KhanhHoa,111.0,508051.219587054,3,2013,KhanhHoa,14.562,28.61
153,2013-04,126.393,28.57,80.0,508051.219587054,KhanhHoa,80.0,508051.219587054,4,2013,KhanhHoa,126.393,28.57
154,2013-05,248.78,28.0,79.0,508051.219587054,KhanhHoa,79.0,508051.219587054,5,2013,KhanhHoa,248.78,28.0
155,2013-06,272.194,26.89,188.0,508051.219587054,KhanhHoa,188.0,508051.219587054,6,2013,KhanhHoa,272.194,26.89
156,2013-07,293.314,26.37,179.0,508051.219587054,KhanhHoa,179.0,508051.219587054,7,2013,KhanhHoa,293.314,26.37
157,2013-08,262.878,26.44,678.0,508051.219587054,KhanhHoa,678.0,508051.219587054,8,2013,KhanhHoa,262.878,26.44
158,2013-09,275.805,26.46,296.0,508051.219587054,KhanhHoa,296.0,508051.219587054,9,2013,KhanhHoa,275.805,26.46
159,2013-10,237.966,26.17,310.0,508051.219587054,KhanhHoa,310.0,508051.219587054,10,2013,KhanhHoa,237.966,26.17
160,2013-11,167.84,26.26,271.0,508051.219587054,KhanhHoa,271.0,508051.219587054,11,2013,KhanhHoa,167.84,26.26
161,2013-12,24.85,25.23,179.0,508051.219587054,KhanhHoa,179.0,508051.219587054,12,2013,KhanhHoa,24.85,25.23
162,2014-01,6.727,24.62,63.0,512319.775669643,KhanhHoa,63.0,512319.775669643,1,2014,KhanhHoa,6.727,24.62
163,2014-02,4.369,25.7,25.0,512319.775669643,KhanhHoa,25.0,512319.775669643,2,2014,KhanhHoa,4.369,25.7
164,2014-03,6.694,27.93,23.0,512319.775669643,KhanhHoa,23.0,512319.775669643,3,2014,KhanhHoa,6.694,27.93
165,2014-04,88.924,28.88,28.0,512319.775669643,KhanhHoa,28.0,512319.775669643,4,2014,KhanhHoa,88.924,28.88
166,2014-05,161.263,28.55,37.0,512319.775669643,KhanhHoa,37.0,512319.775669643,5,2014,KhanhHoa,161.263,28.55
167,2014-06,262.623,27.37,37.0,512319.775669643,KhanhHoa,37.0,512319.775669643,6,2014,KhanhHoa,262.623,27.37
168,2014-07,313.9,26.65,62.0,512319.775669643,KhanhHoa,62.0,512319.775669643,7,2014,KhanhHoa,313.9,26.65
169,2014-08,248.435,26.77,89.0,512319.775669643,KhanhHoa,89.0,512319.775669643,8,2014,KhanhHoa,248.435,26.77
170,2014-09,228.528,26.58,103.0,512319.775669643,KhanhHoa,103.0,512319.775669643,9,2014,KhanhHoa,228.528,26.58
171,2014-10,295.617,26.37,145.0,512319.775669643,KhanhHoa,145.0,512319.775669643,10,2014,KhanhHoa,295.617,26.37
172,2014-11,143.859,26.78,161.0,512319.775669643,KhanhHoa,161.0,512319.775669643,11,2014,KhanhHoa,143.859,26.78
173,2014-12,97.462,25.8,146.0,512319.775669643,KhanhHoa,146.0,512319.775669643,12,2014,KhanhHoa,97.462,25.8
174,2015-01,10.702,25.19,121.0,516588.331752232,KhanhHoa,121.0,516588.331752232,1,2015,KhanhHoa,10.702,25.19
175,2015-02,2.586,25.65,61.0,516588.331752232,KhanhHoa,61.0,516588.331752232,2,2015,KhanhHoa,2.586,25.65
176,2015-03,4.135,27.84,54.0,516588.331752232,KhanhHoa,54.0,516588.331752232,3,2015,KhanhHoa,4.135,27.84
177,2015-04,55.48,28.95,50.0,516588.331752232,KhanhHoa,50.0,516588.331752232,4,2015,KhanhHoa,55.48,28.95
178,2015-05,108.01,29.51,52.0,516588.331752232,KhanhHoa,52.0,516588.331752232,5,2015,KhanhHoa,108.01,29.51
179,2015-06,197.184,27.79,88.0,516588.331752232,KhanhHoa,88.0,516588.331752232,6,2015,KhanhHoa,197.184,27.79
180,2015-07,190.998,27.38,160.0,516588.331752232,KhanhHoa,160.0,516588.331752232,7,2015,KhanhHoa,190.998,27.38
181,2015-08,274.004,27.06,293.0,516588.331752232,KhanhHoa,293.0,516588.331752232,8,2015,KhanhHoa,274.004,27.06
182,2015-09,302.592,26.81,450.0,516588.331752232,KhanhHoa,450.0,516588.331752232,9,2015,KhanhHoa,302.592,26.81
183,2015-10,262.1,26.86,660.0,516588.331752232,KhanhHoa,660.0,516588.331752232,10,2015,KhanhHoa,262.1,26.86
184,2015-11,152.509,27.0,744.0,516588.331752232,KhanhHoa,744.0,516588.331752232,11,2015,KhanhHoa,152.509,27.0
185,2015-12,56.534,26.74,605.0,516588.331752232,KhanhHoa,605.0,516588.331752232,12,2015,KhanhHoa,56.534,26.74
186,2016-01,5.15,27.38,353.0,520856.887834821,KhanhHoa,353.0,520856.887834821,1,2016,KhanhHoa,5.15,27.38
187,2016-02,1.669,27.17,284.0,520856.887834821,KhanhHoa,284.0,520856.887834821,2,2016,KhanhHoa,1.669,27.17
188,2016-03,0.776,27.99,142.0,520856.887834821,KhanhHoa,142.0,520856.887834821,3,2016,KhanhHoa,0.776,27.99
189,2016-04,9.721,29.88,146.0,520856.887834821,KhanhHoa,146.0,520856.887834821,4,2016,KhanhHoa,9.721,29.88
190,2016-05,191.702,29.24,199.0,520856.887834821,KhanhHoa,199.0,520856.887834821,5,2016,KhanhHoa,191.702,29.24
191,2016-06,239.592,27.32,203.0,520856.887834821,KhanhHoa,203.0,520856.887834821,6,2016,KhanhHoa,239.592,27.32
0,2000-07,228.229,27.1,64.0,1209824.05580357,KienGiang,64.0,1209824.05580357,7,2000,KienGiang,228.229,27.1
1,2000-08,303.632,27.35,25.0,1209824.05580357,KienGiang,25.0,1209824.05580357,8,2000,KienGiang,303.632,27.35
2,2000-09,205.176,25.55,61.0,1209824.05580357,KienGiang,61.0,1209824.05580357,9,2000,KienGiang,205.176,25.55
3,2000-10,440.167,24.13,60.0,1209824.05580357,KienGiang,60.0,1209824.05580357,10,2000,KienGiang,440.167,24.13
4,2000-11,808.083,22.01,82.0,1209824.05580357,KienGiang,82.0,1209824.05580357,11,2000,KienGiang,808.083,22.01
5,2000-12,781.268,21.02,75.0,1209824.05580357,KienGiang,75.0,1209824.05580357,12,2000,KienGiang,781.268,21.02
6,2001-01,124.218,21.44,98.0,1223136.60825893,KienGiang,98.0,1223136.60825893,1,2001,KienGiang,124.218,21.44
7,2001-02,156.042,21.0,59.0,1223136.60825893,KienGiang,59.0,1223136.60825893,2,2001,KienGiang,156.042,21.0
8,2001-03,222.915,23.15,88.0,1223136.60825893,KienGiang,88.0,1223136.60825893,3,2001,KienGiang,222.915,23.15
9,2001-04,26.959,26.44,76.0,1223136.60825893,KienGiang,76.0,1223136.60825893,4,2001,KienGiang,26.959,26.44
10,2001-05,351.531,26.67,344.0,1223136.60825893,KienGiang,344.0,1223136.60825893,5,2001,KienGiang,351.531,26.67
11,2001-06,260.553,27.34,453.0,1223136.60825893,KienGiang,453.0,1223136.60825893,6,2001,KienGiang,260.553,27.34
12,2001-07,155.343,27.93,345.0,1223136.60825893,KienGiang,345.0,1223136.60825893,7,2001,KienGiang,155.343,27.93
13,2001-08,360.385,26.78,253.0,1223136.60825893,KienGiang,253.0,1223136.60825893,8,2001,KienGiang,360.385,26.78
14,2001-09,235.472,26.26,159.0,1223136.60825893,KienGiang,159.0,1223136.60825893,9,2001,KienGiang,235.472,26.26
15,2001-10,383.848,24.63,152.0,1223136.60825893,KienGiang,152.0,1223136.60825893,10,2001,KienGiang,383.848,24.63
16,2001-11,364.292,22.05,163.0,1223136.60825893,KienGiang,163.0,1223136.60825893,11,2001,KienGiang,364.292,22.05
17,2001-12,449.385,20.64,60.0,1223136.60825893,KienGiang,60.0,1223136.60825893,12,2001,KienGiang,449.385,20.64
18,2002-01,177.336,20.26,34.0,1236449.16071429,KienGiang,34.0,1236449.16071429,1,2002,KienGiang,177.336,20.26
19,2002-02,50.963,21.15,26.0,1236449.16071429,KienGiang,26.0,1236449.16071429,2,2002,KienGiang,50.963,21.15
20,2002-03,88.647,23.54,39.0,1236449.16071429,KienGiang,39.0,1236449.16071429,3,2002,KienGiang,88.647,23.54
21,2002-04,59.431,25.82,82.0,1236449.16071429,KienGiang,82.0,1236449.16071429,4,2002,KienGiang,59.431,25.82
22,2002-05,245.756,27.1,92.0,1236449.16071429,KienGiang,92.0,1236449.16071429,5,2002,KienGiang,245.756,27.1
23,2002-06,190.895,27.83,145.0,1236449.16071429,KienGiang,145.0,1236449.16071429,6,2002,KienGiang,190.895,27.83
24,2002-07,179.132,28.17,166.0,1236449.16071429,KienGiang,166.0,1236449.16071429,7,2002,KienGiang,179.132,28.17
25,2002-08,312.751,26.88,117.0,1236449.16071429,KienGiang,117.0,1236449.16071429,8,2002,KienGiang,312.751,26.88
26,2002-09,443.868,25.33,52.0,1236449.16071429,KienGiang,52.0,1236449.16071429,9,2002,KienGiang,443.868,25.33
27,2002-10,253.358,24.4,112.0,1236449.16071429,KienGiang,112.0,1236449.16071429,10,2002,KienGiang,253.358,24.4
28,2002-11,488.227,22.94,135.0,1236449.16071429,KienGiang,135.0,1236449.16071429,11,2002,KienGiang,488.227,22.94
29,2002-12,425.327,22.15,101.0,1236449.16071429,KienGiang,101.0,1236449.16071429,12,2002,KienGiang,425.327,22.15
30,2003-01,163.264,19.71,100.0,1249761.71316964,KienGiang,100.0,1249761.71316964,1,2003,KienGiang,163.264,19.71
31,2003-02,70.963,22.01,50.0,1249761.71316964,KienGiang,50.0,1249761.71316964,2,2003,KienGiang,70.963,22.01
32,2003-03,178.243,23.52,58.0,1249761.71316964,KienGiang,58.0,1249761.71316964,3,2003,KienGiang,178.243,23.52
33,2003-04,114.066,26.13,102.0,1249761.71316964,KienGiang,102.0,1249761.71316964,4,2003,KienGiang,114.066,26.13
34,2003-05,188.022,27.18,130.0,1249761.71316964,KienGiang,130.0,1249761.71316964,5,2003,KienGiang,188.022,27.18
35,2003-06,233.247,27.75,290.0,1249761.71316964,KienGiang,290.0,1249761.71316964,6,2003,KienGiang,233.247,27.75
36,2003-07,114.083,27.43,307.0,1249761.71316964,KienGiang,307.0,1249761.71316964,7,2003,KienGiang,114.083,27.43
37,2003-08,216.31,27.5,279.0,1249761.71316964,KienGiang,279.0,1249761.71316964,8,2003,KienGiang,216.31,27.5
38,2003-09,454.567,25.7,318.0,1249761.71316964,KienGiang,318.0,1249761.71316964,9,2003,KienGiang,454.567,25.7
39,2003-10,549.452,24.21,565.0,1249761.71316964,KienGiang,565.0,1249761.71316964,10,2003,KienGiang,549.452,24.21
40,2003-11,498.52,22.99,568.0,1249761.71316964,KienGiang,568.0,1249761.71316964,11,2003,KienGiang,498.52,22.99
41,2003-12,318.901,20.02,353.0,1249761.71316964,KienGiang,353.0,1249761.71316964,12,2003,KienGiang,318.901,20.02
42,2004-01,184.683,20.27,117.0,1263074.265625,KienGiang,117.0,1263074.265625,1,2004,KienGiang,184.683,20.27
43,2004-02,30.658,20.02,121.0,1263074.265625,KienGiang,121.0,1263074.265625,2,2004,KienGiang,30.658,20.02
44,2004-03,61.066,23.28,173.0,1263074.265625,KienGiang,173.0,1263074.265625,3,2004,KienGiang,61.066,23.28
45,2004-04,86.84,25.54,365.0,1263074.265625,KienGiang,365.0,1263074.265625,4,2004,KienGiang,86.84,25.54
46,2004-05,217.492,26.96,278.0,1263074.265625,KienGiang,278.0,1263074.265625,5,2004,KienGiang,217.492,26.96
47,2004-06,211.024,27.45,735.0,1263074.265625,KienGiang,735.0,1263074.265625,6,2004,KienGiang,211.024,27.45
48,2004-07,349.327,27.03,1514.0,1263074.265625,KienGiang,1514.0,1263074.265625,7,2004,KienGiang,349.327,27.03
49,2004-08,265.293,27.34,689.0,1263074.265625,KienGiang,689.0,1263074.265625,8,2004,KienGiang,265.293,27.34
50,2004-09,290.101,25.75,782.0,1263074.265625,KienGiang,782.0,1263074.265625,9,2004,KienGiang,290.101,25.75
51,2004-10,333.43,23.34,584.0,1263074.265625,KienGiang,584.0,1263074.265625,10,2004,KienGiang,333.43,23.34
52,2004-11,462.123,22.56,463.0,1263074.265625,KienGiang,463.0,1263074.265625,11,2004,KienGiang,462.123,22.56
53,2004-12,243.854,20.39,332.0,1263074.265625,KienGiang,332.0,1263074.265625,12,2004,KienGiang,243.854,20.39
54,2005-01,90.796,20.12,145.0,1276386.81808036,KienGiang,145.0,1276386.81808036,1,2005,KienGiang,90.796,20.12
55,2005-02,67.136,22.86,51.0,1276386.81808036,KienGiang,51.0,1276386.81808036,2,2005,KienGiang,67.136,22.86
56,2005-03,180.383,22.18,62.0,1276386.81808036,KienGiang,62.0,1276386.81808036,3,2005,KienGiang,180.383,22.18
57,2005-04,73.09,25.22,96.0,1276386.81808036,KienGiang,96.0,1276386.81808036,4,2005,KienGiang,73.09,25.22
58,2005-05,238.478,27.78,147.0,1276386.81808036,KienGiang,147.0,1276386.81808036,5,2005,KienGiang,238.478,27.78
59,2005-06,191.235,28.29,242.0,1276386.81808036,KienGiang,242.0,1276386.81808036,6,2005,KienGiang,191.235,28.29
60,2005-07,226.128,27.12,275.0,1276386.81808036,KienGiang,275.0,1276386.81808036,7,2005,KienGiang,226.128,27.12
61,2005-08,205.739,27.23,209.0,1276386.81808036,KienGiang,209.0,1276386.81808036,8,2005,KienGiang,205.739,27.23
62,2005-09,285.257,25.99,286.0,1276386.81808036,KienGiang,286.0,1276386.81808036,9,2005,KienGiang,285.257,25.99
63,2005-10,721.252,23.97,326.0,1276386.81808036,KienGiang,326.0,1276386.81808036,10,2005,KienGiang,721.252,23.97
64,2005-11,470.688,23.26,396.0,1276386.81808036,KienGiang,396.0,1276386.81808036,11,2005,KienGiang,470.688,23.26
65,2005-12,475.301,19.9,287.0,1276386.81808036,KienGiang,287.0,1276386.81808036,12,2005,KienGiang,475.301,19.9
66,2006-01,177.73,20.21,183.0,1289699.37053571,KienGiang,183.0,1289699.37053571,1,2006,KienGiang,177.73,20.21
67,2006-02,164.71,21.51,90.0,1289699.37053571,KienGiang,90.0,1289699.37053571,2,2006,KienGiang,164.71,21.51
68,2006-03,61.962,23.04,181.0,1289699.37053571,KienGiang,181.0,1289699.37053571,3,2006,KienGiang,61.962,23.04
69,2006-04,85.254,25.79,160.0,1289699.37053571,KienGiang,160.0,1289699.37053571,4,2006,KienGiang,85.254,25.79
70,2006-05,231.851,26.11,301.0,1289699.37053571,KienGiang,301.0,1289699.37053571,5,2006,KienGiang,231.851,26.11
71,2006-06,116.027,27.98,375.0,1289699.37053571,KienGiang,375.0,1289699.37053571,6,2006,KienGiang,116.027,27.98
72,2006-07,198.266,27.9,786.0,1289699.37053571,KienGiang,786.0,1289699.37053571,7,2006,KienGiang,198.266,27.9
73,2006-08,335.998,26.77,548.0,1289699.37053571,KienGiang,548.0,1289699.37053571,8,2006,KienGiang,335.998,26.77
74,2006-09,511.638,25.61,332.0,1289699.37053571,KienGiang,332.0,1289699.37053571,9,2006,KienGiang,511.638,25.61
75,2006-10,298.786,24.59,343.0,1289699.37053571,KienGiang,343.0,1289699.37053571,10,2006,KienGiang,298.786,24.59
76,2006-11,125.907,24.14,491.0,1289699.37053571,KienGiang,491.0,1289699.37053571,11,2006,KienGiang,125.907,24.14
77,2006-12,511.812,21.03,352.0,1289699.37053571,KienGiang,352.0,1289699.37053571,12,2006,KienGiang,511.812,21.03
78,2007-01,290.328,19.79,144.0,1303011.92299107,KienGiang,144.0,1303011.92299107,1,2007,KienGiang,290.328,19.79
79,2007-02,19.278,22.1,78.0,1303011.92299107,KienGiang,78.0,1303011.92299107,2,2007,KienGiang,19.278,22.1
80,2007-03,121.392,24.18,151.0,1303011.92299107,KienGiang,151.0,1303011.92299107,3,2007,KienGiang,121.392,24.18
81,2007-04,275.369,24.93,314.0,1303011.92299107,KienGiang,314.0,1303011.92299107,4,2007,KienGiang,275.369,24.93
82,2007-05,176.396,26.1,609.0,1303011.92299107,KienGiang,609.0,1303011.92299107,5,2007,KienGiang,176.396,26.1
83,2007-06,134.898,27.96,1458.0,1303011.92299107,KienGiang,1458.0,1303011.92299107,6,2007,KienGiang,134.898,27.96
84,2007-07,163.51,27.54,1035.0,1303011.92299107,KienGiang,1035.0,1303011.92299107,7,2007,KienGiang,163.51,27.54
85,2007-08,349.369,26.81,610.0,1303011.92299107,KienGiang,610.0,1303011.92299107,8,2007,KienGiang,349.369,26.81
86,2007-09,273.253,26.02,524.0,1303011.92299107,KienGiang,524.0,1303011.92299107,9,2007,KienGiang,273.253,26.02
87,2007-10,1022.832,23.85,394.0,1303011.92299107,KienGiang,394.0,1303011.92299107,10,2007,KienGiang,1022.832,23.85
88,2007-11,696.782,21.4,291.0,1303011.92299107,KienGiang,291.0,1303011.92299107,11,2007,KienGiang,696.782,21.4
89,2007-12,262.881,21.55,206.0,1303011.92299107,KienGiang,206.0,1303011.92299107,12,2007,KienGiang,262.881,21.55
90,2008-01,178.837,19.98,142.0,1316324.47544643,KienGiang,142.0,1316324.47544643,1,2008,KienGiang,178.837,19.98
91,2008-02,201.507,18.36,55.0,1316324.47544643,KienGiang,55.0,1316324.47544643,2,2008,KienGiang,201.507,18.36
92,2008-03,178.536,22.33,90.0,1316324.47544643,KienGiang,90.0,1316324.47544643,3,2008,KienGiang,178.536,22.33
93,2008-04,73.697,25.53,142.0,1316324.47544643,KienGiang,142.0,1316324.47544643,4,2008,KienGiang,73.697,25.53
94,2008-05,464.061,25.97,165.0,1316324.47544643,KienGiang,165.0,1316324.47544643,5,2008,KienGiang,464.061,25.97
95,2008-06,213.559,27.57,402.0,1316324.47544643,KienGiang,402.0,1316324.47544643,6,2008,KienGiang,213.559,27.57
96,2008-07,208.749,27.48,504.0,1316324.47544643,KienGiang,504.0,1316324.47544643,7,2008,KienGiang,208.749,27.48
97,2008-08,192.256,27.05,293.0,1316324.47544643,KienGiang,293.0,1316324.47544643,8,2008,KienGiang,192.256,27.05
98,2008-09,440.728,25.94,218.0,1316324.47544643,KienGiang,218.0,1316324.47544643,9,2008,KienGiang,440.728,25.94
99,2008-10,537.163,24.63,309.0,1316324.47544643,KienGiang,309.0,1316324.47544643,10,2008,KienGiang,537.163,24.63
100,2008-11,732.668,22.58,318.0,1316324.47544643,KienGiang,318.0,1316324.47544643,11,2008,KienGiang,732.668,22.58
101,2008-12,481.564,20.13,275.0,1316324.47544643,KienGiang,275.0,1316324.47544643,12,2008,KienGiang,481.564,20.13
102,2009-01,239.551,18.74,170.0,1329637.02790179,KienGiang,170.0,1329637.02790179,1,2009,KienGiang,239.551,18.74
103,2009-02,38.63,22.7,148.0,1329637.02790179,KienGiang,148.0,1329637.02790179,2,2009,KienGiang,38.63,22.7
104,2009-03,105.868,24.33,238.0,1329637.02790179,KienGiang,238.0,1329637.02790179,3,2009,KienGiang,105.868,24.33
105,2009-04,235.788,25.4,401.0,1329637.02790179,KienGiang,401.0,1329637.02790179,4,2009,KienGiang,235.788,25.4
106,2009-05,438.411,25.58,737.0,1329637.02790179,KienGiang,737.0,1329637.02790179,5,2009,KienGiang,438.411,25.58
107,2009-06,153.79,28.21,841.0,1329637.02790179,KienGiang,841.0,1329637.02790179,6,2009,KienGiang,153.79,28.21
108,2009-07,286.979,27.59,853.0,1329637.02790179,KienGiang,853.0,1329637.02790179,7,2009,KienGiang,286.979,27.59
109,2009-08,171.658,27.38,561.0,1329637.02790179,KienGiang,561.0,1329637.02790179,8,2009,KienGiang,171.658,27.38
110,2009-09,935.22,26.04,543.0,1329637.02790179,KienGiang,543.0,1329637.02790179,9,2009,KienGiang,935.22,26.04
111,2009-10,264.424,24.7,365.0,1329637.02790179,KienGiang,365.0,1329637.02790179,10,2009,KienGiang,264.424,24.7
112,2009-11,411.93,22.51,321.0,1329637.02790179,KienGiang,321.0,1329637.02790179,11,2009,KienGiang,411.93,22.51
113,2009-12,230.769,21.38,217.0,1329637.02790179,KienGiang,217.0,1329637.02790179,12,2009,KienGiang,230.769,21.38
114,2010-01,190.986,21.57,298.0,1342949.58035714,KienGiang,298.0,1342949.58035714,1,2010,KienGiang,190.986,21.57
115,2010-02,81.662,23.58,160.0,1342949.58035714,KienGiang,160.0,1342949.58035714,2,2010,KienGiang,81.662,23.58
116,2010-03,159.091,23.77,270.0,1342949.58035714,KienGiang,270.0,1342949.58035714,3,2010,KienGiang,159.091,23.77
117,2010-04,81.314,26.08,257.0,1342949.58035714,KienGiang,257.0,1342949.58035714,4,2010,KienGiang,81.314,26.08
118,2010-05,157.6,28.17,257.0,1342949.58035714,KienGiang,257.0,1342949.58035714,5,2010,KienGiang,157.6,28.17
119,2010-06,229.393,28.33,485.0,1342949.58035714,KienGiang,485.0,1342949.58035714,6,2010,KienGiang,229.393,28.33
120,2010-07,258.633,27.69,860.0,1342949.58035714,KienGiang,860.0,1342949.58035714,7,2010,KienGiang,258.633,27.69
121,2010-08,523.512,26.62,994.0,1342949.58035714,KienGiang,994.0,1342949.58035714,8,2010,KienGiang,523.512,26.62
122,2010-09,230.852,26.57,956.0,1342949.58035714,KienGiang,956.0,1342949.58035714,9,2010,KienGiang,230.852,26.57
123,2010-10,433.798,24.13,640.0,1342949.58035714,KienGiang,640.0,1342949.58035714,10,2010,KienGiang,433.798,24.13
124,2010-11,821.406,21.93,489.0,1342949.58035714,KienGiang,489.0,1342949.58035714,11,2010,KienGiang,821.406,21.93
125,2010-12,146.693,20.98,277.0,1342949.58035714,KienGiang,277.0,1342949.58035714,12,2010,KienGiang,146.693,20.98
126,2011-01,348.507,18.82,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,1,2011,KienGiang,348.507,18.82
127,2011-02,58.427,20.71,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,2,2011,KienGiang,58.427,20.71
128,2011-03,240.535,20.44,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,3,2011,KienGiang,240.535,20.44
129,2011-04,84.725,23.58,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,4,2011,KienGiang,84.725,23.58
130,2011-05,248.751,26.24,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,5,2011,KienGiang,248.751,26.24
131,2011-06,243.011,27.47,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,6,2011,KienGiang,243.011,27.47
132,2011-07,123.192,27.51,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,7,2011,KienGiang,123.192,27.51
133,2011-08,229.382,26.88,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,8,2011,KienGiang,229.382,26.88
134,2011-09,911.518,25.64,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,9,2011,KienGiang,911.518,25.64
135,2011-10,511.204,23.6,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,10,2011,KienGiang,511.204,23.6
136,2011-11,667.463,22.67,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,11,2011,KienGiang,667.463,22.67
137,2011-12,454.284,19.53,0.0,1356262.1328125,KienGiang,0.0,1356262.1328125,12,2011,KienGiang,454.284,19.53
138,2012-01,249.311,20.38,92.0,1369574.68526786,KienGiang,92.0,1369574.68526786,1,2012,KienGiang,249.311,20.38
139,2012-02,112.233,21.43,133.0,1369574.68526786,KienGiang,133.0,1369574.68526786,2,2012,KienGiang,112.233,21.43
140,2012-03,100.123,23.19,124.0,1369574.68526786,KienGiang,124.0,1369574.68526786,3,2012,KienGiang,100.123,23.19
141,2012-04,136.207,25.99,158.0,1369574.68526786,KienGiang,158.0,1369574.68526786,4,2012,KienGiang,136.207,25.99
142,2012-05,284.026,27.31,255.0,1369574.68526786,KienGiang,255.0,1369574.68526786,5,2012,KienGiang,284.026,27.31
143,2012-06,202.212,27.97,386.0,1369574.68526786,KienGiang,386.0,1369574.68526786,6,2012,KienGiang,202.212,27.97
144,2012-07,196.177,27.47,482.0,1369574.68526786,KienGiang,482.0,1369574.68526786,7,2012,KienGiang,196.177,27.47
