,time_period,rainfall,mean_temperature,disease_cases,population,location,Cases,E,month,ID_year,ID_spat,rainsum,meantemperature
0,2000-07,128.799,26.86,0.0,208513.815848214,BinhDinh,0.0,208513.815848214,7,2000,BinhDinh,128.799,26.86
1,2000-08,83.676,27.7,2.0,208513.815848214,BinhDinh,2.0,208513.815848214,8,2000,BinhDinh,83.676,27.7
2,2000-09,124.339,25.99,11.0,208513.815848214,BinhDinh,11.0,208513.815848214,9,2000,BinhDinh,124.339,25.99
3,2000-10,461.844,24.55,27.0,208513.815848214,BinhDinh,27.0,208513.815848214,10,2000,BinhDinh,461.844,24.55
4,2000-11,415.541,22.7,72.0,208513.815848214,BinhDinh,72.0,208513.815848214,11,2000,BinhDinh,415.541,22.7
5,2000-12,330.334,21.84,0.0,208513.815848214,BinhDinh,0.0,208513.815848214,12,2000,BinhDinh,330.334,21.84
6,2001-01,69.774,21.92,0.0,211882.992745536,BinhDinh,0.0,211882.992745536,1,2001,BinhDinh,69.774,21.92
7,2001-02,59.082,21.67,3.0,211882.992745536,BinhDinh,3.0,211882.992745536,2,2001,BinhDinh,59.082,21.67
8,2001-03,164.577,23.68,10.0,211882.992745536,BinhDinh,10.0,211882.992745536,3,2001,BinhDinh,164.577,23.68
9,2001-04,29.863,26.3,0.0,211882.992745536,BinhDinh,0.0,211882.992745536,4,2001,BinhDinh,29.863,26.3
10,2001-05,293.634,27.38,15.0,211882.992745536,BinhDinh,15.0,211882.992745536,5,2001,BinhDinh,293.634,27.38
11,2001-06,76.133,27.64,17.0,211882.992745536,BinhDinh,17.0,211882.992745536,6,2001,BinhDinh,76.133,27.64
12,2001-07,54.868,28.57,2.0,211882.992745536,BinhDinh,2.0,211882.992745536,7,2001,BinhDinh,54.868,28.57
13,2001-08,175.806,26.97,6.0,211882.992745536,BinhDinh,6.0,211882.992745536,8,2001,BinhDinh,175.806,26.97
14,2001-09,112.753,26.87,54.0,211882.992745536,BinhDinh,54.0,211882.992745536,9,2001,BinhDinh,112.753,26.87
15,2001-10,293.689,24.54,29.0,211882.992745536,BinhDinh,29.0,211882.992745536,10,2001,BinhDinh,293.689,24.54
16,2001-11,252.066,22.46,20.0,211882.992745536,BinhDinh,20.0,211882.992745536,11,2001,BinhDinh,252.066,22.46
17,2001-12,246.855,21.55,11.0,211882.992745536,BinhDinh,11.0,211882.992745536,12,2001,BinhDinh,246.855,21.55
18,2002-01,80.455,20.93,13.0,215252.169642857,BinhDinh,13.0,215252.169642857,1,2002,BinhDinh,80.455,20.93
19,2002-02,37.178,21.36,1.0,215252.169642857,BinhDinh,1.0,215252.169642857,2,2002,BinhDinh,37.178,21.36
20,2002-03,32.761,23.93,12.0,215252.169642857,BinhDinh,12.0,215252.169642857,3,2002,BinhDinh,32.761,23.93
21,2002-04,34.209,26.21,8.0,215252.169642857,BinhDinh,8.0,215252.169642857,4,2002,BinhDinh,34.209,26.21
22,2002-05,120.898,27.96,41.0,215252.169642857,BinhDinh,41.0,215252.169642857,5,2002,BinhDinh,120.898,27.96
23,2002-06,72.206,28.5,32.0,215252.169642857,BinhDinh,32.0,215252.169642857,6,2002,BinhDinh,72.206,28.5
24,2002-07,28.486,29.43,48.0,215252.169642857,BinhDinh,48.0,215252.169642857,7,2002,BinhDinh,28.486,29.43
25,2002-08,220.819,26.96,32.0,215252.169642857,BinhDinh,32.0,215252.169642857,8,2002,BinhDinh,220.819,26.96
26,2002-09,411.354,25.55,31.0,215252.169642857,BinhDinh,31.0,215252.169642857,9,2002,BinhDinh,411.354,25.55
27,2002-10,152.04,24.61,63.0,215252.169642857,BinhDinh,63.0,215252.169642857,10,2002,BinhDinh,152.04,24.61
28,2002-11,373.429,23.21,34.0,215252.169642857,BinhDinh,34.0,215252.169642857,11,2002,BinhDinh,373.429,23.21
29,2002-12,219.31,22.84,37.0,215252.169642857,BinhDinh,37.0,215252.169642857,12,2002,BinhDinh,219.31,22.84
30,2003-01,59.46,20.53,16.0,218621.346540179,BinhDinh,16.0,218621.346540179,1,2003,BinhDinh,59.46,20.53
31,2003-02,49.773,22.33,10.0,218621.346540179,BinhDinh,10.0,218621.346540179,2,2003,BinhDinh,49.773,22.33
32,2003-03,165.423,23.99,9.0,218621.346540179,BinhDinh,9.0,218621.346540179,3,2003,BinhDinh,165.423,23.99
33,2003-04,30.286,26.37,8.0,218621.346540179,BinhDinh,8.0,218621.346540179,4,2003,BinhDinh,30.286,26.37
34,2003-05,151.665,27.2,11.0,218621.346540179,BinhDinh,11.0,218621.346540179,5,2003,BinhDinh,151.665,27.2
35,2003-06,169.428,28.0,38.0,218621.346540179,BinhDinh,38.0,218621.346540179,6,2003,BinhDinh,169.428,28.0
36,2003-07,96.911,27.34,12.0,218621.346540179,BinhDinh,12.0,218621.346540179,7,2003,BinhDinh,96.911,27.34
37,2003-08,100.874,27.86,19.0,218621.346540179,BinhDinh,19.0,218621.346540179,8,2003,BinhDinh,100.874,27.86
38,2003-09,210.372,26.37,41.0,218621.346540179,BinhDinh,41.0,218621.346540179,9,2003,BinhDinh,210.372,26.37
39,2003-10,371.156,24.09,25.0,218621.346540179,BinhDinh,25.0,218621.346540179,10,2003,BinhDinh,371.156,24.09
40,2003-11,247.803,23.23,61.0,218621.346540179,BinhDinh,61.0,218621.346540179,11,2003,BinhDinh,247.803,23.23
41,2003-12,187.363,20.7,77.0,218621.346540179,BinhDinh,77.0,218621.346540179,12,2003,BinhDinh,187.363,20.7
42,2004-01,80.642,20.91,4.0,221990.5234375,BinhDinh,4.0,221990.5234375,1,2004,BinhDinh,80.642,20.91
43,2004-02,14.916,21.12,12.0,221990.5234375,BinhDinh,12.0,221990.5234375,2,2004,BinhDinh,14.916,21.12
44,2004-03,48.181,23.78,45.0,221990.5234375,BinhDinh,45.0,221990.5234375,3,2004,BinhDinh,48.181,23.78
45,2004-04,69.242,26.2,35.0,221990.5234375,BinhDinh,35.0,221990.5234375,4,2004,BinhDinh,69.242,26.2
46,2004-05,116.79,27.45,65.0,221990.5234375,BinhDinh,65.0,221990.5234375,5,2004,BinhDinh,116.79,27.45
47,2004-06,188.019,27.45,88.0,221990.5234375,BinhDinh,88.0,221990.5234375,6,2004,BinhDinh,188.019,27.45
48,2004-07,144.361,27.68,69.0,221990.5234375,BinhDinh,69.0,221990.5234375,7,2004,BinhDinh,144.361,27.68
49,2004-08,113.19,27.69,113.0,221990.5234375,BinhDinh,113.0,221990.5234375,8,2004,BinhDinh,113.19,27.69
50,2004-09,207.102,25.97,49.0,221990.5234375,BinhDinh,49.0,221990.5234375,9,2004,BinhDinh,207.102,25.97
51,2004-10,150.727,23.64,11.0,221990.5234375,BinhDinh,11.0,221990.5234375,10,2004,BinhDinh,150.727,23.64
52,2004-11,172.597,23.0,61.0,221990.5234375,BinhDinh,61.0,221990.5234375,11,2004,BinhDinh,172.597,23.0
53,2004-12,119.975,21.12,31.0,221990.5234375,BinhDinh,31.0,221990.5234375,12,2004,BinhDinh,119.975,21.12
54,2005-01,49.589,20.62,15.0,225359.700334821,BinhDinh,15.0,225359.700334821,1,2005,BinhDinh,49.589,20.62
55,2005-02,48.272,23.21,5.0,225359.700334821,BinhDinh,5.0,225359.700334821,2,2005,BinhDinh,48.272,23.21
56,2005-03,76.024,22.97,14.0,225359.700334821,BinhDinh,14.0,225359.700334821,3,2005,BinhDinh,76.024,22.97
57,2005-04,48.738,25.72,4.0,225359.700334821,BinhDinh,4.0,225359.700334821,4,2005,BinhDinh,48.738,25.72
58,2005-05,83.925,28.53,34.0,225359.700334821,BinhDinh,34.0,225359.700334821,5,2005,BinhDinh,83.925,28.53
59,2005-06,64.505,29.14,8.0,225359.700334821,BinhDinh,8.0,225359.700334821,6,2005,BinhDinh,64.505,29.14
60,2005-07,144.533,27.37,3.0,225359.700334821,BinhDinh,3.0,225359.700334821,7,2005,BinhDinh,144.533,27.37
61,2005-08,111.039,27.54,11.0,225359.700334821,BinhDinh,11.0,225359.700334821,8,2005,BinhDinh,111.039,27.54
62,2005-09,331.737,25.89,51.0,225359.700334821,BinhDinh,51.0,225359.700334821,9,2005,BinhDinh,331.737,25.89
63,2005-10,376.593,24.16,34.0,225359.700334821,BinhDinh,34.0,225359.700334821,10,2005,BinhDinh,376.593,24.16
64,2005-11,283.808,23.34,81.0,225359.700334821,BinhDinh,81.0,225359.700334821,11,2005,BinhDinh,283.808,23.34
65,2005-12,632.147,20.94,11.0,225359.700334821,BinhDinh,11.0,225359.700334821,12,2005,BinhDinh,632.147,20.94
66,2006-01,105.779,21.02,9.0,228728.877232143,BinhDinh,9.0,228728.877232143,1,2006,BinhDinh,105.779,21.02
67,2006-02,88.632,22.12,15.0,228728.877232143,BinhDinh,15.0,228728.877232143,2,2006,BinhDinh,88.632,22.12
68,2006-03,64.907,23.58,6.0,228728.877232143,BinhDinh,6.0,228728.877232143,3,2006,BinhDinh,64.907,23.58
69,2006-04,64.022,26.13,0.0,228728.877232143,BinhDinh,0.0,228728.877232143,4,2006,BinhDinh,64.022,26.13
70,2006-05,124.572,26.89,3.0,228728.877232143,BinhDinh,3.0,228728.877232143,5,2006,BinhDinh,124.572,26.89
71,2006-06,85.028,28.17,70.0,228728.877232143,BinhDinh,70.0,228728.877232143,6,2006,BinhDinh,85.028,28.17
72,2006-07,166.717,27.73,21.0,228728.877232143,BinhDinh,21.0,228728.877232143,7,2006,BinhDinh,166.717,27.73
73,2006-08,184.672,27.04,28.0,228728.877232143,BinhDinh,28.0,228728.877232143,8,2006,BinhDinh,184.672,27.04
74,2006-09,291.471,25.83,14.0,228728.877232143,BinhDinh,14.0,228728.877232143,9,2006,BinhDinh,291.471,25.83
75,2006-10,199.939,24.45,21.0,228728.877232143,BinhDinh,21.0,228728.877232143,10,2006,BinhDinh,199.939,24.45
76,2006-11,103.048,24.12,16.0,228728.877232143,BinhDinh,16.0,228728.877232143,11,2006,BinhDinh,103.048,24.12
77,2006-12,213.086,21.84,60.0,228728.877232143,BinhDinh,60.0,228728.877232143,12,2006,BinhDinh,213.086,21.84
78,2007-01,137.675,20.82,15.0,232098.054129464,BinhDinh,15.0,232098.054129464,1,2007,BinhDinh,137.675,20.82
79,2007-02,22.668,22.05,6.0,232098.054129464,BinhDinh,6.0,232098.054129464,2,2007,BinhDinh,22.668,22.05
80,2007-03,86.916,24.18,34.0,232098.054129464,BinhDinh,34.0,232098.054129464,3,2007,BinhDinh,86.916,24.18
81,2007-04,77.636,25.52,55.0,232098.054129464,BinhDinh,55.0,232098.054129464,4,2007,BinhDinh,77.636,25.52
82,2007-05,199.131,26.48,85.0,232098.054129464,BinhDinh,85.0,232098.054129464,5,2007,BinhDinh,199.131,26.48
83,2007-06,113.2,27.58,190.0,232098.054129464,BinhDinh,190.0,232098.054129464,6,2007,BinhDinh,113.2,27.58
84,2007-07,100.145,27.39,429.0,232098.054129464,BinhDinh,429.0,232098.054129464,7,2007,BinhDinh,100.145,27.39
85,2007-08,169.451,27.12,108.0,232098.054129464,BinhDinh,108.0,232098.054129464,8,2007,BinhDinh,169.451,27.12
86,2007-09,269.237,26.39,64.0,232098.054129464,BinhDinh,64.0,232098.054129464,9,2007,BinhDinh,269.237,26.39
87,2007-10,487.559,24.25,54.0,232098.054129464,BinhDinh,54.0,232098.054129464,10,2007,BinhDinh,487.559,24.25
88,2007-11,807.899,21.9,66.0,232098.054129464,BinhDinh,66.0,232098.054129464,11,2007,BinhDinh,807.899,21.9
89,2007-12,112.388,22.05,49.0,232098.054129464,BinhDinh,49.0,232098.054129464,12,2007,BinhDinh,112.388,22.05
90,2008-01,287.457,20.98,45.0,235467.231026786,BinhDinh,45.0,235467.231026786,1,2008,BinhDinh,287.457,20.98
91,2008-02,94.527,20.09,6.0,235467.231026786,BinhDinh,6.0,235467.231026786,2,2008,BinhDinh,94.527,20.09
92,2008-03,58.232,22.78,6.0,235467.231026786,BinhDinh,6.0,235467.231026786,3,2008,BinhDinh,58.232,22.78
93,2008-04,70.32,25.67,4.0,235467.231026786,BinhDinh,4.0,235467.231026786,4,2008,BinhDinh,70.32,25.67
94,2008-05,327.771,26.36,6.0,235467.231026786,BinhDinh,6.0,235467.231026786,5,2008,BinhDinh,327.771,26.36
95,2008-06,67.876,27.67,20.0,235467.231026786,BinhDinh,20.0,235467.231026786,6,2008,BinhDinh,67.876,27.67
96,2008-07,108.125,27.96,30.0,235467.231026786,BinhDinh,30.0,235467.231026786,7,2008,BinhDinh,108.125,27.96
97,2008-08,159.717,27.03,83.0,235467.231026786,BinhDinh,83.0,235467.231026786,8,2008,BinhDinh,159.717,27.03
98,2008-09,229.464,26.05,61.0,235467.231026786,BinhDinh,61.0,235467.231026786,9,2008,BinhDinh,229.464,26.05
99,2008-10,319.307,24.75,39.0,235467.231026786,BinhDinh,39.0,235467.231026786,10,2008,BinhDinh,319.307,24.75
100,2008-11,498.357,22.98,126.0,235467.231026786,BinhDinh,126.0,235467.231026786,11,2008,BinhDinh,498.357,22.98
101,2008-12,278.389,21.17,192.0,235467.231026786,BinhDinh,192.0,235467.231026786,12,2008,BinhDinh,278.389,21.17
102,2009-01,117.238,19.8,60.0,238836.407924107,BinhDinh,60.0,238836.407924107,1,2009,BinhDinh,117.238,19.8
103,2009-02,34.876,23.07,42.0,238836.407924107,BinhDinh,42.0,238836.407924107,2,2009,BinhDinh,34.876,23.07
104,2009-03,63.047,24.82,26.0,238836.407924107,BinhDinh,26.0,238836.407924107,3,2009,BinhDinh,63.047,24.82
105,2009-04,306.768,25.75,58.0,238836.407924107,BinhDinh,58.0,238836.407924107,4,2009,BinhDinh,306.768,25.75
106,2009-05,262.635,25.6,89.0,238836.407924107,BinhDinh,89.0,238836.407924107,5,2009,BinhDinh,262.635,25.6
107,2009-06,40.906,28.35,237.0,238836.407924107,BinhDinh,237.0,238836.407924107,6,2009,BinhDinh,40.906,28.35
108,2009-07,99.151,27.71,329.0,238836.407924107,BinhDinh,329.0,238836.407924107,7,2009,BinhDinh,99.151,27.71
109,2009-08,123.356,27.63,78.0,238836.407924107,BinhDinh,78.0,238836.407924107,8,2009,BinhDinh,123.356,27.63
110,2009-09,871.434,25.93,85.0,238836.407924107,BinhDinh,85.0,238836.407924107,9,2009,BinhDinh,871.434,25.93
111,2009-10,295.675,24.66,59.0,238836.407924107,BinhDinh,59.0,238836.407924107,10,2009,BinhDinh,295.675,24.66
112,2009-11,447.059,22.98,49.0,238836.407924107,BinhDinh,49.0,238836.407924107,11,2009,BinhDinh,447.059,22.98
113,2009-12,97.895,21.79,18.0,238836.407924107,BinhDinh,18.0,238836.407924107,12,2009,BinhDinh,97.895,21.79
114,2010-01,141.515,21.94,51.0,242205.584821429,BinhDinh,51.0,242205.584821429,1,2010,BinhDinh,141.515,21.94
115,2010-02,29.297,23.7,52.0,242205.584821429,BinhDinh,52.0,242205.584821429,2,2010,BinhDinh,29.297,23.7
116,2010-03,75.202,24.31,101.0,242205.584821429,BinhDinh,101.0,242205.584821429,3,2010,BinhDinh,75.202,24.31
117,2010-04,59.711,26.37,122.0,242205.584821429,BinhDinh,122.0,242205.584821429,4,2010,BinhDinh,59.711,26.37
118,2010-05,52.503,28.81,146.0,242205.584821429,BinhDinh,146.0,242205.584821429,5,2010,BinhDinh,52.503,28.81
119,2010-06,143.075,28.76,298.0,242205.584821429,BinhDinh,298.0,242205.584821429,6,2010,BinhDinh,143.075,28.76
120,2010-07,202.397,27.87,563.0,242205.584821429,BinhDinh,563.0,242205.584821429,7,2010,BinhDinh,202.397,27.87
121,2010-08,194.729,27.01,600.0,242205.584821429,BinhDinh,600.0,242205.584821429,8,2010,BinhDinh,194.729,27.01
122,2010-09,206.303,26.45,731.0,242205.584821429,BinhDinh,731.0,242205.584821429,9,2010,BinhDinh,206.303,26.45
123,2010-10,383.61,24.56,672.0,242205.584821429,BinhDinh,672.0,242205.584821429,10,2010,BinhDinh,383.61,24.56
124,2010-11,889.266,22.49,413.0,242205.584821429,BinhDinh,413.0,242205.584821429,11,2010,BinhDinh,889.266,22.49
125,2010-12,90.951,21.5,185.0,242205.584821429,BinhDinh,185.0,242205.584821429,12,2010,BinhDinh,90.951,21.5
126,2011-01,142.124,20.25,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,1,2011,BinhDinh,142.124,20.25
127,2011-02,41.249,21.51,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,2,2011,BinhDinh,41.249,21.51
128,2011-03,173.348,21.67,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,3,2011,BinhDinh,173.348,21.67
129,2011-04,61.436,24.0,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,4,2011,BinhDinh,61.436,24.0
130,2011-05,210.892,27.0,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,5,2011,BinhDinh,210.892,27.0
131,2011-06,141.374,27.34,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,6,2011,BinhDinh,141.374,27.34
132,2011-07,86.094,27.56,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,7,2011,BinhDinh,86.094,27.56
133,2011-08,81.024,27.47,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,8,2011,BinhDinh,81.024,27.47
134,2011-09,347.011,26.49,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,9,2011,BinhDinh,347.011,26.49
135,2011-10,355.739,24.08,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,10,2011,BinhDinh,355.739,24.08
136,2011-11,302.452,23.4,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,11,2011,BinhDinh,302.452,23.4
137,2011-12,274.38,20.79,0.0,245574.76171875,BinhDinh,0.0,245574.76171875,12,2011,BinhDinh,274.38,20.79
138,2012-01,125.581,21.4,29.0,248943.938616071,BinhDinh,29.0,248943.938616071,1,2012,BinhDinh,125.581,21.4
139,2012-02,74.656,22.37,42.0,248943.938616071,BinhDinh,42.0,248943.938616071,2,2012,BinhDinh,74.656,22.37
140,2012-03,65.401,24.1,39.0,248943.938616071,BinhDinh,39.0,248943.938616071,3,2012,BinhDinh,65.401,24.1
141,2012-04,77.813,26.44,50.0,248943.938616071,BinhDinh,50.0,248943.938616071,4,2012,BinhDinh,77.813,26.44
142,2012-05,130.584,27.94,80.0,248943.938616071,BinhDinh,80.0,248943.938616071,5,2012,BinhDinh,130.584,27.94
143,2012-06,136.356,28.09,122.0,248943.938616071,BinhDinh,122.0,248943.938616071,6,2012,BinhDinh,136.356,28.09
144,2012-07,127.676,27.54,152.0,248943.938616071,BinhDinh,152.0,248943.938616071,7,2012,BinhDinh,127.676,27.54
145,2012-08,123.953,28.03,168.0,248943.938616071,BinhDinh,168.0,248943.938616071,8,2012,BinhDinh,123.953,28.03
146,2012-09,308.515,25.35,150.0,248943.938616071,BinhDinh,150.0,248943.938616071,9,2012,BinhDinh,308.515,25.35
147,2012-10,290.431,24.37,131.0,248943.938616071,BinhDinh,131.0,248943.938616071,10,2012,BinhDinh,290.431,24.37
148,2012-11,128.345,24.31,174.0,248943.938616071,BinhDinh,174.0,248943.938616071,11,2012,BinhDinh,128.345,24.31
149,2012-12,115.527,22.89,136.0,248943.938616071,BinhDinh,136.0,248943.938616071,12,2012,BinhDinh,115.527,22.89
150,2013-01,87.451,21.17,77.0,252313.115513393,BinhDinh,77.0,252313.115513393,1,2013,BinhDinh,87.451,21.17
151,2013-02,88.795,22.72,39.0,252313.115513393,BinhDinh,39.0,252313.115513393,2,2013,BinhDinh,88.795,22.72
152,2013-03,57.886,24.59,49.0,252313.115513393,BinhDinh,49.0,252313.115513393,3,2013,BinhDinh,57.886,24.59
153,2013-04,130.779,26.19,35.0,252313.115513393,BinhDinh,35.0,252313.115513393,4,2013,BinhDinh,130.779,26.19
154,2013-05,151.904,27.66,34.0,252313.115513393,BinhDinh,34.0,252313.115513393,5,2013,BinhDinh,151.904,27.66
155,2013-06,237.761,27.09,82.0,252313.115513393,BinhDinh,82.0,252313.115513393,6,2013,BinhDinh,237.761,27.09
156,2013-07,194.383,26.84,78.0,252313.115513393,BinhDinh,78.0,252313.115513393,7,2013,BinhDinh,194.383,26.84
157,2013-08,111.267,26.87,296.0,252313.115513393,BinhDinh,296.0,252313.115513393,8,2013,BinhDinh,111.267,26.87
158,2013-09,368.574,25.8,130.0,252313.115513393,BinhDinh,130.0,252313.115513393,9,2013,BinhDinh,368.574,25.8
159,2013-10,398.086,23.91,136.0,252313.115513393,BinhDinh,136.0,252313.115513393,10,2013,BinhDinh,398.086,23.91
160,2013-11,358.718,23.4,118.0,252313.115513393,BinhDinh,118.0,252313.115513393,11,2013,BinhDinh,358.718,23.4
161,2013-12,71.727,20.23,78.0,252313.115513393,BinhDinh,78.0,252313.115513393,12,2013,BinhDinh,71.727,20.23
162,2014-01,52.353,19.36,27.0,255682.292410714,BinhDinh,27.0,255682.292410714,1,2014,BinhDinh,52.353,19.36
163,2014-02,21.57,21.23,11.0,255682.292410714,BinhDinh,11.0,255682.292410714,2,2014,BinhDinh,21.57,21.23
164,2014-03,47.328,24.12,10.0,255682.292410714,BinhDinh,10.0,255682.292410714,3,2014,BinhDinh,47.328,24.12
165,2014-04,75.845,26.4,12.0,255682.292410714,BinhDinh,12.0,255682.292410714,4,2014,BinhDinh,75.845,26.4
166,2014-05,76.503,28.14,16.0,255682.292410714,BinhDinh,16.0,255682.292410714,5,2014,BinhDinh,76.503,28.14
167,2014-06,77.194,28.64,16.0,255682.292410714,BinhDinh,16.0,255682.292410714,6,2014,BinhDinh,77.194,28.64
168,2014-07,184.568,27.6,27.0,255682.292410714,BinhDinh,27.0,255682.292410714,7,2014,BinhDinh,184.568,27.6
169,2014-08,229.369,27.11,39.0,255682.292410714,BinhDinh,39.0,255682.292410714,8,2014,BinhDinh,229.369,27.11
170,2014-09,160.513,26.45,45.0,255682.292410714,BinhDinh,45.0,255682.292410714,9,2014,BinhDinh,160.513,26.45
171,2014-10,202.399,24.41,64.0,255682.292410714,BinhDinh,64.0,255682.292410714,10,2014,BinhDinh,202.399,24.41
172,2014-11,182.557,23.78,70.0,255682.292410714,BinhDinh,70.0,255682.292410714,11,2014,BinhDinh,182.557,23.78
173,2014-12,364.191,21.37,64.0,255682.292410714,BinhDinh,64.0,255682.292410714,12,2014,BinhDinh,364.191,21.37
174,2015-01,88.73,19.97,53.0,259051.469308036,BinhDinh,53.0,259051.469308036,1,2015,BinhDinh,88.73,19.97
175,2015-02,44.538,21.43,27.0,259051.469308036,BinhDinh,27.0,259051.469308036,2,2015,BinhDinh,44.538,21.43
176,2015-03,40.869,24.31,24.0,259051.469308036,BinhDinh,24.0,259051.469308036,3,2015,BinhDinh,40.869,24.31
177,2015-04,61.415,25.68,22.0,259051.469308036,BinhDinh,22.0,259051.469308036,4,2015,BinhDinh,61.415,25.68
178,2015-05,63.267,29.03,23.0,259051.469308036,BinhDinh,23.0,259051.469308036,5,2015,BinhDinh,63.267,29.03
179,2015-06,107.223,28.22,39.0,259051.469308036,BinhDinh,39.0,259051.469308036,6,2015,BinhDinh,107.223,28.22
180,2015-07,116.013,27.89,70.0,259051.469308036,BinhDinh,70.0,259051.469308036,7,2015,BinhDinh,116.013,27.89
181,2015-08,133.355,27.81,128.0,259051.469308036,BinhDinh,128.0,259051.469308036,8,2015,BinhDinh,133.355,27.81
182,2015-09,173.543,27.09,197.0,259051.469308036,BinhDinh,197.0,259051.469308036,9,2015,BinhDinh,173.543,27.09
183,2015-10,185.373,25.17,289.0,259051.469308036,BinhDinh,289.0,259051.469308036,10,2015,BinhDinh,185.373,25.17
184,2015-11,238.581,24.23,325.0,259051.469308036,BinhDinh,325.0,259051.469308036,11,2015,BinhDinh,238.581,24.23
185,2015-12,228.353,22.81,264.0,259051.469308036,BinhDinh,264.0,259051.469308036,12,2015,BinhDinh,228.353,22.81
186,2016-01,100.977,22.76,154.0,262420.646205357,BinhDinh,154.0,262420.646205357,1,2016,BinhDinh,100.977,22.76
187,2016-02,91.748,21.08,124.0,262420.646205357,BinhDinh,124.0,262420.646205357,2,2016,BinhDinh,91.748,21.08
188,2016-03,18.997,23.39,62.0,262420.646205357,BinhDinh,62.0,262420.646205357,3,2016,BinhDinh,18.997,23.39
189,2016-04,16.647,27.59,64.0,262420.646205357,BinhDinh,64.0,262420.646205357,4,2016,BinhDinh,16.647,27.59
190,2016-05,117.568,28.24,87.0,262420.646205357,BinhDinh,87.0,262420.646205357,5,2016,BinhDinh,117.568,28.24
191,2016-06,153.156,28.31,89.0,262420.646205357,BinhDinh,89.0,262420.646205357,6,2016,BinhDinh,153.156,28.31
0,2000-07,205.122,26.65,145.0,692920.910714286,CaMau,145.0,692920.910714286,7,2000,CaMau,205.122,26.65
1,2000-08,322.452,26.32,81.0,692920.910714286,CaMau,81.0,692920.910714286,8,2000,CaMau,322.452,26.32
2,2000-09,225.026,26.6,102.0,692920.910714286,CaMau,102.0,692920.910714286,9,2000,CaMau,225.026,26.6
3,2000-10,475.685,25.89,117.0,692920.910714286,CaMau,117.0,692920.910714286,10,2000,CaMau,475.685,25.89
4,2000-11,215.264,25.95,147.0,692920.910714286,CaMau,147.0,692920.910714286,11,2000,CaMau,215.264,25.95
5,2000-12,139.263,25.72,50.0,692920.910714286,CaMau,50.0,692920.910714286,12,2000,CaMau,139.263,25.72
6,2001-01,56.611,25.52,53.0,707897.526785714,CaMau,53.0,707897.526785714,1,2001,CaMau,56.611,25.52
7,2001-02,71.365,25.94,36.0,707897.526785714,CaMau,36.0,707897.526785714,2,2001,CaMau,71.365,25.94
8,2001-03,210.098,26.77,18.0,707897.526785714,CaMau,18.0,707897.526785714,3,2001,CaMau,210.098,26.77
9,2001-04,161.868,27.61,41.0,707897.526785714,CaMau,41.0,707897.526785714,4,2001,CaMau,161.868,27.61
10,2001-05,211.116,27.75,60.0,707897.526785714,CaMau,60.0,707897.526785714,5,2001,CaMau,211.116,27.75
11,2001-06,359.331,26.73,123.0,707897.526785714,CaMau,123.0,707897.526785714,6,2001,CaMau,359.331,26.73
12,2001-07,199.201,27.01,153.0,707897.526785714,CaMau,153.0,707897.526785714,7,2001,CaMau,199.201,27.01
13,2001-08,321.612,26.67,119.0,707897.526785714,CaMau,119.0,707897.526785714,8,2001,CaMau,321.612,26.67
14,2001-09,300.048,26.6,59.0,707897.526785714,CaMau,59.0,707897.526785714,9,2001,CaMau,300.048,26.6
15,2001-10,503.108,25.92,51.0,707897.526785714,CaMau,51.0,707897.526785714,10,2001,CaMau,503.108,25.92
16,2001-11,118.756,25.7,27.0,707897.526785714,CaMau,27.0,707897.526785714,11,2001,CaMau,118.756,25.7
17,2001-12,64.827,25.76,9.0,707897.526785714,CaMau,9.0,707897.526785714,12,2001,CaMau,64.827,25.76
18,2002-01,4.127,25.88,12.0,722874.142857143,CaMau,12.0,722874.142857143,1,2002,CaMau,4.127,25.88
19,2002-02,3.661,26.69,9.0,722874.142857143,CaMau,9.0,722874.142857143,2,2002,CaMau,3.661,26.69
20,2002-03,8.12,27.95,7.0,722874.142857143,CaMau,7.0,722874.142857143,3,2002,CaMau,8.12,27.95
21,2002-04,59.119,28.93,3.0,722874.142857143,CaMau,3.0,722874.142857143,4,2002,CaMau,59.119,28.93
22,2002-05,143.612,28.68,7.0,722874.142857143,CaMau,7.0,722874.142857143,5,2002,CaMau,143.612,28.68
23,2002-06,233.761,27.53,12.0,722874.142857143,CaMau,12.0,722874.142857143,6,2002,CaMau,233.761,27.53
24,2002-07,196.921,27.53,43.0,722874.142857143,CaMau,43.0,722874.142857143,7,2002,CaMau,196.921,27.53
25,2002-08,278.655,26.84,43.0,722874.142857143,CaMau,43.0,722874.142857143,8,2002,CaMau,278.655,26.84
26,2002-09,287.29,26.46,25.0,722874.142857143,CaMau,25.0,722874.142857143,9,2002,CaMau,287.29,26.46
